Daniel Johnson,62,76754,568,33386,0,Widowed,High School,Unemployed
Michael Davis,23,117975,632,34810,1,Single,Bachelor Degree,Self-Employed
Robert Brown,54,112850,700,19927,0,Married,Master Degree,Employed
Sarah Taylor,50,129765,605,1472,1,Married,High School,Unemployed
David Jones,39,105119,327,34183,0,Divorced,High School,Student
Daniel Johnson,38,112691,766,7121,0,Divorced,High School,Student
Sarah Brown,23,58871,559,26513,0,Widowed,Master Degree,Student
Sarah Jones,23,82874,833,15030,0,Divorced,Doctorate,Employed
Sarah Taylor,65,97733,400,7854,0,Married,Bachelor Degree,Self-Employed
Sarah Wilson,21,49511,652,47029,0,Married,Bachelor Degree,Employed
Daniel Wilson,47,100960,599,37859,1,Single,Bachelor Degree,Self-Employed
Michelle Wilson,28,68821,595,23723,0,Divorced,Doctorate,Employed
Jane Davis,47,85776,652,41732,0,Single,Associate Degree,Student
Jane Johnson,48,138128,429,13050,1,Married,Associate Degree,Employed
Michael Wilson,41,90167,455,23160,0,Divorced,Bachelor Degree,Self-Employed
John Wilson,26,95135,373,31529,0,Single,High School,Student
Daniel Smith,20,64462,641,30768,0,Married,High School,Student
Michelle Moore,68,81382,764,47619,0,Single,Master Degree,Unemployed
John Miller,48,110194,389,26840,0,Divorced,Associate Degree,Self-Employed
Michelle Davis,57,123381,754,4790,0,Single,High School,Unemployed
Daniel Taylor,54,52574,631,30638,0,Single,Bachelor Degree,Unemployed
Michael Wilson,53,122072,647,6946,0,Married,Master Degree,Unemployed
Emily Smith,41,61910,532,13932,0,Divorced,Associate Degree,Student
Emily Smith,48,93531,401,2022,0,Widowed,Master Degree,Unemployed
Jane Jones,23,45186,780,33829,0,Widowed,High School,Self-Employed
Jane Taylor,19,114781,513,4040,1,Single,Bachelor Degree,Self-Employed
Robert Smith,37,42813,407,12828,0,Married,Bachelor Degree,Unemployed
Sarah Johnson,45,98812,464,34747,0,Divorced,Bachelor Degree,Unemployed
Michelle Brown,28,105525,634,7177,0,Married,High School,Unemployed
David Johnson,21,98282,385,42116,1,Divorced,Doctorate,Unemployed
David Jones,32,129779,723,26447,1,Married,Bachelor Degree,Unemployed
Michael Moore,23,38557,663,46034,0,Widowed,Doctorate,Unemployed
Sarah Johnson,66,48060,359,14020,0,Widowed,Bachelor Degree,Employed
Laura Taylor,47,78866,781,45211,0,Widowed,Doctorate,Student
Daniel Smith,55,92104,549,23305,0,Married,Associate Degree,Student
Jane Moore,68,120905,416,30944,1,Married,Associate Degree,Student
David Williams,19,104577,844,20643,1,Single,Bachelor Degree,Unemployed
John Brown,32,26080,343,10792,0,Widowed,Master Degree,Employed
John Taylor,28,33854,808,43344,0,Single,Master Degree,Student
Daniel Jones,25,142013,464,16517,1,Married,High School,Self-Employed
Emily Jones,43,87695,667,25823,0,Divorced,Associate Degree,Student
Michelle Taylor,68,47025,591,41923,0,Widowed,Associate Degree,Student
Laura Davis,62,72982,585,42213,1,Widowed,Master Degree,Student
John Miller,61,61081,503,22820,1,Widowed,Bachelor Degree,Student
Michael Miller,22,24368,823,9274,0,Widowed,High School,Self-Employed
Daniel Johnson,23,119621,420,2705,0,Widowed,Associate Degree,Unemployed
John Moore,43,139181,487,12842,1,Married,High School,Self-Employed
Michael Jones,21,47094,312,4527,0,Widowed,Associate Degree,Self-Employed
Jane Miller,36,66040,499,16827,0,Widowed,Doctorate,Unemployed
Sarah Johnson,37,86766,755,21700,0,Single,Doctorate,Self-Employed
Laura Smith,50,103053,747,7688,1,Divorced,High School,Self-Employed
Michael Davis,37,43991,370,3308,0,Widowed,Master Degree,Student
Jane Jones,66,21301,429,14351,0,Single,Master Degree,Student
Daniel Miller,29,48610,342,15854,0,Married,Associate Degree,Unemployed
Laura Wilson,64,101463,819,15558,0,Single,Doctorate,Student
Michelle Smith,18,54678,312,15120,0,Widowed,Doctorate,Unemployed
David Wilson,43,44466,834,31730,0,Single,High School,Unemployed
David Miller,31,100440,601,37181,0,Single,High School,Employed
John Moore,55,60875,826,18303,0,Married,Master Degree,Unemployed
Michelle Wilson,54,46081,414,2667,0,Single,Master Degree,Self-Employed
Sarah Taylor,28,44354,759,2644,0,Married,Master Degree,Unemployed
Daniel Williams,53,113297,804,2667,0,Married,Bachelor Degree,Employed
Michael Smith,30,38300,607,43020,0,Single,Doctorate,Self-Employed
Michelle Williams,60,84384,624,42636,1,Widowed,Doctorate,Employed
Laura Moore,20,115027,474,26344,1,Divorced,High School,Student
Emily Wilson,50,141684,813,28663,1,Single,Doctorate,Self-Employed
Emily Moore,23,80892,471,23420,1,Single,High School,Unemployed
Emily Smith,67,55525,801,18050,0,Single,Bachelor Degree,Employed
Sarah Williams,27,46532,633,36843,0,Divorced,Master Degree,Unemployed
Laura Davis,22,26464,583,18754,0,Divorced,Bachelor Degree,Student
David Smith,40,36562,774,49811,0,Married,Master Degree,Self-Employed
David Smith,27,127392,353,40511,1,Divorced,Master Degree,Unemployed
Michelle Moore,61,75514,757,20647,0,Divorced,High School,Student
Sarah Johnson,19,133428,719,13426,1,Single,Master Degree,Unemployed
Michelle Taylor,30,132564,708,34323,0,Married,Bachelor Degree,Self-Employed
John Moore,57,128047,603,49985,0,Widowed,Associate Degree,Student
Laura Brown,19,94219,521,24491,0,Married,High School,Student
Laura Wilson,37,52634,832,42351,0,Divorced,Master Degree,Employed
Laura Taylor,18,20060,457,28063,0,Divorced,Master Degree,Self-Employed
Michael Jones,54,29269,647,31188,0,Single,Doctorate,Student
Robert Johnson,26,83143,458,29523,1,Widowed,High School,Self-Employed
Sarah Moore,34,43065,534,34630,0,Widowed,High School,Unemployed
David Johnson,26,22895,704,1425,0,Widowed,Bachelor Degree,Self-Employed
Robert Miller,28,100859,556,16821,0,Divorced,Associate Degree,Employed
Robert Moore,32,32352,346,11269,0,Divorced,Bachelor Degree,Self-Employed
John Smith,41,130179,512,37248,0,Married,Bachelor Degree,Self-Employed
David Miller,55,69737,778,40528,0,Divorced,Bachelor Degree,Unemployed
Emily Miller,52,124127,786,16651,0,Widowed,Associate Degree,Employed
Jane Moore,47,116426,641,11097,1,Widowed,Bachelor Degree,Unemployed
John Brown,48,52016,823,34687,0,Widowed,High School,Student
Daniel Jones,66,81304,802,44335,0,Single,Associate Degree,Unemployed
Michelle Williams,22,31962,305,559,0,Married,Master Degree,Employed
Robert Taylor,61,53302,443,35792,0,Married,Doctorate,Employed
Michelle Williams,67,105382,560,20681,0,Divorced,Doctorate,Self-Employed
David Taylor,31,24011,531,27735,0,Single,High School,Employed
Emily Jones,28,149716,569,29172,1,Married,Doctorate,Unemployed
Michelle Taylor,26,39782,746,2078,0,Single,Doctorate,Employed
Robert Moore,51,87691,521,45866,1,Single,Doctorate,Student
Jane Williams,29,140654,351,47795,1,Divorced,Master Degree,Employed
Emily Moore,52,142017,415,16547,0,Single,Doctorate,Employed
John Johnson,52,59725,837,32660,0,Married,Bachelor Degree,Unemployed
John Jones,18,29196,840,33975,0,Divorced,High School,Self-Employed
Michelle Williams,57,63459,318,25049,0,Married,High School,Self-Employed
Robert Wilson,39,107245,691,5777,0,Single,High School,Unemployed
John Jones,46,149613,718,2280,0,Single,Master Degree,Self-Employed
John Taylor,25,98863,608,47079,0,Widowed,Master Degree,Student
John Williams,28,143206,485,46413,1,Divorced,Doctorate,Student
Michelle Davis,58,139391,560,15162,0,Divorced,Bachelor Degree,Self-Employed
Robert Taylor,54,121010,827,32016,1,Widowed,Doctorate,Unemployed
Laura Davis,31,52769,572,32661,0,Married,High School,Unemployed
Sarah Miller,47,127529,459,44999,1,Married,Bachelor Degree,Self-Employed
David Jones,52,145361,523,32386,1,Single,High School,Employed
Daniel Miller,38,44700,555,9300,0,Divorced,Bachelor Degree,Self-Employed
Daniel Williams,54,135792,479,49960,1,Single,Associate Degree,Student
Jane Johnson,22,100356,319,5939,0,Widowed,Master Degree,Student
Emily Johnson,36,96427,767,4807,0,Single,Master Degree,Employed
Michelle Miller,31,120165,509,2864,1,Married,High School,Student
Jane Davis,43,25269,812,17068,0,Married,High School,Unemployed
Sarah Smith,21,141631,357,38592,1,Widowed,Associate Degree,Employed
Emily Brown,42,63880,392,5983,0,Married,Doctorate,Employed
John Moore,62,134003,520,745,0,Widowed,Bachelor Degree,Employed
Emily Taylor,59,28320,531,8930,0,Divorced,Associate Degree,Unemployed
Jane Miller,42,69589,663,8683,0,Widowed,Associate Degree,Student
Robert Brown,35,139534,673,39192,0,Widowed,High School,Self-Employed
Daniel Moore,57,96276,755,30586,0,Widowed,High School,Student
Michelle Johnson,25,55897,387,33226,1,Married,Doctorate,Self-Employed
Robert Davis,56,78565,319,14401,0,Divorced,Doctorate,Employed
Michael Smith,57,50930,313,4407,0,Single,High School,Self-Employed
Laura Davis,31,77233,432,33544,0,Divorced,Master Degree,Student
Jane Jones,49,102821,333,29104,0,Married,Doctorate,Unemployed
Laura Davis,68,34380,507,38369,0,Divorced,Associate Degree,Student
John Wilson,55,96896,498,15037,0,Divorced,High School,Unemployed
John Taylor,50,90934,454,13001,1,Widowed,Bachelor Degree,Unemployed
Laura Brown,40,75830,377,37871,1,Widowed,Bachelor Degree,Unemployed
David Wilson,32,25529,471,49603,0,Married,Master Degree,Self-Employed
Michelle Brown,50,141292,588,46654,1,Widowed,High School,Employed
John Moore,42,114598,844,37321,0,Married,Associate Degree,Employed
Michelle Johnson,34,122222,719,23696,0,Single,Master Degree,Employed
Michael Wilson,50,102987,306,6573,1,Divorced,Associate Degree,Unemployed
Emily Davis,64,69178,459,49793,1,Single,Bachelor Degree,Self-Employed
David Brown,19,26937,539,11061,0,Single,Associate Degree,Self-Employed
David Brown,31,141952,722,18601,1,Divorced,Bachelor Degree,Self-Employed
Robert Davis,57,59886,835,46016,0,Widowed,Doctorate,Student
Michelle Miller,57,69699,369,31926,0,Single,Bachelor Degree,Self-Employed
Laura Brown,68,96396,515,29841,1,Divorced,Bachelor Degree,Self-Employed
Daniel Davis,56,110678,403,7813,0,Single,Master Degree,Self-Employed
Michelle Brown,68,45279,353,31273,0,Single,Master Degree,Employed
Daniel Smith,23,58106,629,28503,0,Divorced,High School,Unemployed
Sarah Brown,23,130776,502,26920,1,Widowed,High School,Student
Emily Moore,20,121444,587,6214,1,Married,Bachelor Degree,Employed
Michael Smith,24,126300,344,27639,1,Divorced,Doctorate,Self-Employed
Michelle Jones,68,133793,497,26598,1,Married,High School,Unemployed
David Taylor,25,136278,515,42794,1,Divorced,Bachelor Degree,Unemployed
Michael Smith,59,99737,780,14082,0,Divorced,Master Degree,Unemployed
Daniel Taylor,69,60544,608,44083,0,Married,High School,Unemployed
Sarah Taylor,32,123247,734,14260,0,Married,High School,Self-Employed
Robert Davis,64,131190,631,6755,0,Widowed,Bachelor Degree,Student
John Williams,46,28997,326,17122,1,Divorced,Bachelor Degree,Self-Employed
Sarah Moore,50,126102,465,36483,1,Divorced,Associate Degree,Unemployed
John Davis,69,105711,617,40809,1,Divorced,Associate Degree,Self-Employed
Michelle Miller,47,136045,573,30215,0,Widowed,Doctorate,Unemployed
Sarah Johnson,56,60860,682,36915,0,Married,High School,Self-Employed
John Jones,44,23225,664,22292,0,Divorced,Associate Degree,Student
John Jones,53,130114,402,43076,1,Married,Bachelor Degree,Unemployed
Emily Williams,46,79470,802,23224,1,Widowed,High School,Self-Employed
Daniel Williams,55,133218,672,4152,1,Single,Associate Degree,Employed
Michael Johnson,50,148854,544,26797,0,Married,Doctorate,Student
Emily Jones,54,120764,468,32922,1,Widowed,Doctorate,Employed
Laura Williams,44,127041,717,14528,0,Single,Doctorate,Self-Employed
Michelle Jones,50,132224,655,14303,0,Divorced,Doctorate,Student
Emily Miller,21,83656,777,6807,0,Divorced,Bachelor Degree,Student
Sarah Miller,39,71880,424,31825,1,Married,Doctorate,Student
John Davis,19,81078,836,32074,1,Single,Master Degree,Self-Employed
Robert Jones,27,108646,701,19762,1,Widowed,Doctorate,Student
Daniel Davis,22,96290,816,2035,0,Divorced,Associate Degree,Student
John Miller,27,76633,830,15432,0,Divorced,High School,Employed
Laura Johnson,50,46655,553,16249,0,Single,Associate Degree,Self-Employed
Michelle Moore,55,141118,420,9227,0,Widowed,High School,Unemployed
Robert Taylor,30,63601,331,17832,1,Divorced,Bachelor Degree,Self-Employed
John Williams,48,23114,336,30034,0,Divorced,High School,Self-Employed
Laura Johnson,64,46502,641,11334,0,Married,Master Degree,Student
Robert Taylor,53,69768,312,20825,0,Widowed,Doctorate,Employed
Laura Johnson,62,68128,482,9713,1,Divorced,Associate Degree,Employed
John Davis,41,40028,564,48705,0,Single,High School,Self-Employed
John Wilson,69,75565,387,1903,1,Divorced,Associate Degree,Unemployed
Jane Wilson,32,103123,761,8006,0,Widowed,Doctorate,Self-Employed
Michael Brown,46,128255,345,30159,0,Married,Bachelor Degree,Unemployed
Michelle Wilson,25,55333,691,8091,1,Divorced,Doctorate,Unemployed
Emily Davis,22,23174,418,13496,0,Single,Bachelor Degree,Self-Employed
Sarah Taylor,46,137769,830,38328,1,Divorced,Associate Degree,Student
Jane Davis,64,55398,746,48330,0,Single,Bachelor Degree,Student
Michelle Miller,21,55929,345,34870,0,Widowed,Bachelor Degree,Unemployed
Sarah Jones,29,24321,807,13972,0,Married,Bachelor Degree,Employed
Daniel Smith,62,143549,825,29598,1,Widowed,Bachelor Degree,Student
Michael Brown,19,115971,302,2696,1,Divorced,Bachelor Degree,Student
Michael Williams,44,131508,327,11591,0,Divorced,High School,Unemployed
Robert Brown,48,75421,680,15540,1,Married,Bachelor Degree,Unemployed
Laura Wilson,68,92635,456,49762,0,Single,Bachelor Degree,Unemployed
Michelle Davis,68,43760,810,49284,0,Widowed,Doctorate,Student
Jane Miller,53,31360,632,6523,0,Single,Doctorate,Student
Jane Moore,53,30313,413,21043,0,Divorced,Doctorate,Employed
Robert Taylor,43,131806,688,28877,0,Single,Bachelor Degree,Employed
John Johnson,60,105998,786,37135,0,Widowed,Doctorate,Self-Employed
Laura Taylor,44,25801,549,42837,0,Single,High School,Unemployed
Emily Johnson,22,34130,614,40909,0,Divorced,Associate Degree,Student
Laura Moore,37,34271,538,5504,0,Widowed,Doctorate,Employed
Michelle Brown,28,36075,533,10463,0,Single,Doctorate,Unemployed
Laura Moore,27,122455,602,14296,1,Single,High School,Unemployed
David Miller,57,127215,633,41472,0,Widowed,Master Degree,Self-Employed
Sarah Williams,55,38984,412,7577,1,Divorced,Master Degree,Unemployed
Laura Johnson,23,108095,661,30348,1,Widowed,High School,Employed
Jane Smith,25,80942,396,13026,1,Divorced,Doctorate,Self-Employed
Daniel Wilson,40,32861,315,3761,0,Single,Associate Degree,Student
Jane Wilson,64,118970,675,17546,1,Widowed,Doctorate,Self-Employed
Robert Brown,43,102203,689,13897,0,Divorced,High School,Unemployed
Emily Davis,63,91376,516,25769,1,Widowed,High School,Unemployed
Michael Jones,60,81247,698,36658,1,Single,Bachelor Degree,Employed
Sarah Brown,29,89101,559,26257,1,Widowed,High School,Unemployed
Michelle Johnson,43,128730,619,15799,0,Single,Bachelor Degree,Student
Laura Davis,30,40977,495,2402,0,Single,High School,Employed
Jane Johnson,57,70617,777,49980,1,Single,Bachelor Degree,Unemployed
Daniel Moore,35,77473,717,42899,0,Divorced,Bachelor Degree,Student
Daniel Smith,42,106654,774,48830,0,Divorced,Doctorate,Employed
Daniel Brown,50,108177,843,46808,0,Married,Bachelor Degree,Unemployed
Sarah Miller,64,92902,530,4346,0,Divorced,Master Degree,Student
Daniel Brown,57,112172,820,12859,0,Married,High School,Student
Robert Taylor,60,35630,499,49876,0,Widowed,Associate Degree,Self-Employed
Michael Johnson,29,40056,320,3020,0,Single,High School,Employed
Laura Johnson,61,27382,610,41332,0,Divorced,Doctorate,Self-Employed
Michelle Jones,53,75739,733,20598,0,Single,Doctorate,Student
Michelle Moore,65,101685,670,39951,1,Married,Bachelor Degree,Self-Employed
Daniel Johnson,21,68639,377,23636,1,Divorced,Doctorate,Self-Employed
Laura Johnson,22,79838,841,36385,0,Divorced,Doctorate,Self-Employed
John Johnson,54,66041,584,31220,0,Divorced,High School,Employed
Robert Jones,25,20992,439,21657,0,Divorced,Master Degree,Unemployed
John Jones,59,92394,581,48872,1,Single,Master Degree,Self-Employed
Sarah Wilson,66,87657,557,20174,0,Divorced,Bachelor Degree,Unemployed
Laura Moore,45,47160,659,32857,0,Married,Doctorate,Employed
Daniel Taylor,48,65156,739,13078,0,Divorced,Doctorate,Unemployed
Emily Brown,26,71375,569,2751,0,Married,Master Degree,Employed
Michael Miller,68,106442,433,14013,1,Married,Bachelor Degree,Unemployed
David Johnson,46,39572,403,37929,1,Single,Doctorate,Employed
Michelle Miller,31,137925,394,27605,1,Divorced,Bachelor Degree,Student
David Wilson,57,24136,779,47371,0,Married,High School,Employed
Emily Miller,58,81868,540,21490,0,Divorced,Doctorate,Unemployed
David Davis,39,102263,312,25999,1,Single,Doctorate,Self-Employed
Emily Johnson,28,52167,446,6921,0,Single,Doctorate,Student
Robert Williams,40,130957,394,25091,1,Divorced,Master Degree,Self-Employed
Daniel Jones,18,35479,592,27479,0,Married,Master Degree,Unemployed
Michael Miller,63,139392,324,21335,1,Widowed,Doctorate,Self-Employed
Laura Smith,54,51376,571,38193,1,Widowed,Doctorate,Self-Employed
Michael Smith,38,24823,804,12702,0,Single,High School,Employed
Sarah Wilson,43,145156,465,35914,0,Married,High School,Unemployed
David Davis,63,90456,386,26166,0,Widowed,Bachelor Degree,Self-Employed
Daniel Brown,53,39585,790,19790,0,Married,Bachelor Degree,Self-Employed
John Smith,40,123775,440,18630,0,Divorced,Master Degree,Self-Employed
Daniel Johnson,18,37272,402,37577,0,Single,Associate Degree,Unemployed
Michelle Johnson,68,46619,525,19896,1,Divorced,High School,Student
Jane Smith,57,95069,593,18452,0,Divorced,Bachelor Degree,Self-Employed
Emily Wilson,32,59895,605,27622,1,Divorced,High School,Self-Employed
David Miller,38,23720,553,29881,1,Married,High School,Student
Jane Taylor,64,39267,479,45935,1,Widowed,Associate Degree,Student
Jane Williams,26,35696,339,40578,0,Divorced,High School,Student
Sarah Jones,26,49968,819,23767,0,Single,Associate Degree,Self-Employed
Daniel Taylor,27,73364,845,48235,0,Married,Associate Degree,Employed
Daniel Wilson,69,43345,535,42507,1,Widowed,High School,Unemployed
Michael Williams,43,71567,762,7588,0,Divorced,High School,Self-Employed
Daniel Williams,58,111229,527,32318,1,Single,Bachelor Degree,Student
Michelle Williams,52,81607,782,13322,0,Divorced,High School,Student
Emily Taylor,69,39385,729,37089,0,Widowed,High School,Student
Robert Miller,42,103658,321,1936,0,Widowed,High School,Student
Daniel Brown,43,86900,642,46165,1,Divorced,Bachelor Degree,Employed
Michelle Davis,28,88244,339,27781,0,Divorced,Associate Degree,Unemployed
Robert Davis,55,85425,472,22981,0,Married,Bachelor Degree,Employed
Emily Smith,19,98518,738,30969,0,Widowed,High School,Employed
Emily Smith,24,102844,478,19367,1,Widowed,Doctorate,Unemployed
Daniel Brown,35,52919,432,40987,1,Divorced,High School,Self-Employed
Daniel Williams,44,110697,650,23266,1,Single,Bachelor Degree,Self-Employed
Michael Williams,51,77196,824,30237,0,Divorced,Bachelor Degree,Employed
Robert Brown,44,135600,839,21713,0,Divorced,Master Degree,Unemployed
David Johnson,34,120625,805,28855,0,Widowed,Doctorate,Student
Robert Jones,60,99401,383,23037,0,Married,Bachelor Degree,Unemployed
Daniel Davis,61,20495,763,3294,0,Divorced,Associate Degree,Self-Employed
Michelle Brown,68,64755,642,44796,0,Single,High School,Employed
Jane Davis,41,87684,579,32824,0,Single,Associate Degree,Student
Sarah Davis,42,53324,562,31358,0,Divorced,Bachelor Degree,Self-Employed
John Wilson,24,98929,465,43350,1,Single,Bachelor Degree,Student
Michelle Davis,69,21552,592,13518,0,Single,Associate Degree,Unemployed
Michelle Williams,23,71272,808,17981,0,Divorced,Associate Degree,Unemployed
Michael Smith,41,55853,525,16084,1,Single,Master Degree,Self-Employed
Robert Wilson,50,138192,469,10350,0,Single,High School,Self-Employed
Michael Williams,66,52924,747,26201,1,Divorced,Associate Degree,Student
Sarah Williams,46,94462,801,41723,1,Widowed,High School,Student
John Miller,60,116387,826,44452,1,Married,Doctorate,Unemployed
John Davis,39,43889,678,46475,0,Married,Bachelor Degree,Employed
Laura Johnson,43,125466,500,660,0,Widowed,Associate Degree,Student
Laura Smith,45,74675,549,26332,1,Divorced,Doctorate,Unemployed
John Jones,67,142231,708,31710,0,Widowed,Bachelor Degree,Employed
Sarah Miller,38,93591,424,22790,0,Married,Master Degree,Self-Employed
Laura Williams,66,90190,412,29941,0,Married,Bachelor Degree,Self-Employed
Michael Smith,24,42634,436,25386,1,Married,Associate Degree,Student
Daniel Smith,34,52363,795,32894,1,Married,Doctorate,Employed
Michael Jones,37,83752,449,8918,0,Divorced,Doctorate,Unemployed
Jane Johnson,58,97004,642,7581,0,Married,Doctorate,Student
Emily Taylor,66,76398,620,37680,0,Married,Bachelor Degree,Unemployed
John Moore,37,118458,831,10614,0,Divorced,High School,Employed
Michael Johnson,39,60718,588,19222,0,Widowed,High School,Student
Jane Taylor,45,133627,788,22472,1,Divorced,Bachelor Degree,Employed
Michelle Taylor,57,102916,791,18485,0,Married,Associate Degree,Employed
David Smith,66,46870,551,6388,0,Single,Bachelor Degree,Employed
Laura Brown,24,57394,376,4218,1,Divorced,High School,Unemployed
Sarah Wilson,18,72057,691,32647,1,Divorced,Bachelor Degree,Self-Employed
Jane Jones,49,99795,711,43882,0,Widowed,Doctorate,Student
John Taylor,30,100409,472,18809,0,Married,Associate Degree,Unemployed
Daniel Williams,47,33016,500,19799,0,Single,Associate Degree,Employed
Sarah Brown,40,62137,516,41711,1,Divorced,Master Degree,Unemployed
Laura Taylor,68,20153,675,22536,1,Divorced,Bachelor Degree,Employed
David Jones,36,27853,310,20385,0,Divorced,Doctorate,Employed
Daniel Williams,49,32379,311,29846,0,Single,Bachelor Degree,Employed
Michelle Jones,47,35792,734,48471,0,Divorced,Master Degree,Employed
Laura Jones,46,141169,672,49637,0,Divorced,Master Degree,Unemployed
Daniel Miller,66,58367,572,27191,0,Single,Bachelor Degree,Employed
Daniel Davis,62,38100,808,40542,1,Divorced,Bachelor Degree,Unemployed
Emily Davis,46,146082,431,49027,1,Single,Bachelor Degree,Unemployed
Robert Moore,47,133089,618,18486,1,Widowed,High School,Self-Employed
Jane Miller,33,83456,467,28346,1,Single,Master Degree,Unemployed
Sarah Wilson,57,31049,696,48372,0,Widowed,Associate Degree,Self-Employed
Michelle Taylor,36,20786,479,41901,0,Single,High School,Self-Employed
David Miller,35,89904,357,8692,0,Married,Doctorate,Self-Employed
Jane Brown,18,50699,779,39769,0,Divorced,Associate Degree,Unemployed
Laura Wilson,31,142784,759,38987,0,Widowed,Associate Degree,Self-Employed
John Jones,68,67691,360,9912,1,Divorced,Associate Degree,Student
Robert Williams,64,57040,668,16463,0,Divorced,Master Degree,Employed
David Moore,67,138455,420,34123,1,Single,Doctorate,Unemployed
Sarah Davis,19,112990,845,1517,1,Married,High School,Employed
Emily Williams,45,77986,316,5779,0,Single,Doctorate,Unemployed
Sarah Smith,66,58762,795,10912,0,Divorced,High School,Self-Employed
Emily Miller,67,43600,796,8212,1,Single,Master Degree,Student
Daniel Wilson,47,114774,804,16317,0,Widowed,Doctorate,Self-Employed
Michelle Williams,55,110777,831,28580,0,Married,Associate Degree,Unemployed
Michelle Miller,68,39810,614,7124,1,Divorced,Doctorate,Self-Employed
Michelle Moore,21,105703,368,29626,1,Single,Master Degree,Student
Robert Smith,18,107347,460,17079,0,Widowed,Master Degree,Employed
David Jones,25,125315,444,15631,1,Married,Master Degree,Employed
Laura Jones,46,77204,684,37962,1,Single,High School,Self-Employed
Michelle Miller,56,40085,568,47315,0,Single,Doctorate,Unemployed
Jane Taylor,20,66854,753,37919,0,Divorced,Associate Degree,Unemployed
Daniel Wilson,49,94797,817,23875,0,Widowed,Associate Degree,Employed
John Smith,27,104269,649,26593,0,Married,Bachelor Degree,Student
Michelle Wilson,27,59779,409,45994,0,Single,Master Degree,Self-Employed
Emily Moore,36,76207,782,33025,0,Married,Associate Degree,Self-Employed
Sarah Jones,63,114615,706,29530,0,Widowed,Master Degree,Employed
David Wilson,51,53980,350,44567,0,Divorced,Associate Degree,Unemployed
Daniel Moore,50,76117,702,5707,0,Divorced,Doctorate,Self-Employed
Sarah Williams,40,34141,775,11397,0,Divorced,Bachelor Degree,Unemployed
John Johnson,45,29344,386,27139,0,Married,Master Degree,Unemployed
Michael Miller,49,125008,367,3292,0,Married,High School,Employed
Laura Smith,67,35896,341,920,0,Single,High School,Unemployed
David Williams,24,109353,356,29724,0,Widowed,Associate Degree,Student
Sarah Taylor,46,49813,495,19698,1,Widowed,Doctorate,Student
Laura Smith,25,104431,361,36108,1,Widowed,Master Degree,Employed
Emily Wilson,18,85679,562,46705,1,Married,Bachelor Degree,Self-Employed
John Jones,20,30681,411,17915,0,Divorced,Doctorate,Unemployed
David Davis,41,92903,477,40907,1,Widowed,Associate Degree,Student
Sarah Davis,40,23228,325,18375,0,Single,Doctorate,Employed
Daniel Moore,25,24582,709,5475,0,Married,Bachelor Degree,Employed
Michael Davis,64,98683,830,26961,1,Divorced,Doctorate,Unemployed
Laura Williams,54,31397,616,21831,0,Widowed,Master Degree,Employed
Daniel Wilson,20,58799,831,17393,0,Divorced,Associate Degree,Self-Employed
Sarah Brown,68,57011,405,18743,0,Single,Bachelor Degree,Unemployed
Laura Johnson,50,99183,763,16035,1,Widowed,Associate Degree,Self-Employed
Jane Johnson,45,113254,545,5561,1,Widowed,Master Degree,Student
Michael Brown,64,64264,380,2358,0,Divorced,Bachelor Degree,Student
Sarah Jones,25,62317,695,25989,1,Married,Bachelor Degree,Student
Sarah Taylor,51,67914,821,14178,0,Divorced,Associate Degree,Student
Jane Wilson,52,104633,563,35333,1,Single,Doctorate,Employed
Laura Johnson,49,122489,573,47659,0,Divorced,Doctorate,Self-Employed
Michael Taylor,41,144237,471,19850,1,Divorced,High School,Employed
John Davis,31,65254,564,13846,0,Widowed,High School,Employed
John Johnson,49,60096,325,48505,0,Married,Bachelor Degree,Student
Sarah Williams,63,73785,768,7273,0,Married,Associate Degree,Self-Employed
Sarah Taylor,60,72344,775,29965,0,Married,Bachelor Degree,Unemployed
Michelle Wilson,33,134988,655,10288,0,Married,Associate Degree,Unemployed
Robert Moore,21,102643,325,32843,1,Divorced,Master Degree,Unemployed
Michael Smith,69,140382,333,47362,1,Widowed,High School,Self-Employed
Jane Williams,54,88546,563,37710,1,Widowed,Bachelor Degree,Student
Michael Davis,38,91091,437,9747,0,Married,Master Degree,Student
Daniel Johnson,31,85603,761,46463,0,Divorced,Doctorate,Self-Employed
David Wilson,48,48412,467,42483,0,Married,High School,Student
Laura Taylor,65,130489,380,36472,0,Married,Associate Degree,Self-Employed
David Smith,35,71658,706,17459,1,Widowed,Doctorate,Self-Employed
Laura Miller,24,119841,345,49850,1,Widowed,Doctorate,Unemployed
Michelle Davis,27,69549,352,24307,1,Married,Master Degree,Unemployed
Robert Davis,24,147595,775,34633,0,Divorced,Bachelor Degree,Employed
Laura Davis,50,31549,315,24718,1,Married,Bachelor Degree,Self-Employed
Sarah Wilson,40,91216,659,22234,0,Widowed,Master Degree,Unemployed
Emily Miller,38,45739,786,23328,0,Widowed,Doctorate,Unemployed
Michelle Johnson,36,41209,801,17900,1,Divorced,High School,Unemployed
David Moore,65,127051,440,20502,0,Married,Doctorate,Student
Jane Wilson,36,107968,746,33293,0,Married,Master Degree,Unemployed
Sarah Williams,53,35116,589,36992,0,Single,Doctorate,Student
Robert Miller,46,40045,508,32717,0,Married,Doctorate,Unemployed
Daniel Williams,35,46327,774,36726,0,Divorced,Doctorate,Student
